web_scraper_order,web_scraper_start_url,pagination,name,data3,image,item_page_title,item_page_link,Ingredients,product_4_category,data_2,image_1
"1773503667-63","https://www.ewg.org/skindeep/browse/brands/12717-essence/","https://www.ewg.org/skindeep/browse/brands/12717-essence/?brand=Essence&page=29","FOUNDATION stick, 170 light medium pink","Essence","https://phorcys-static.ewg.org/cdn-cgi/image/width=480,height=480,quality=60/https://phorcys-static.ewg.org/image/contents/820166/original.","Essence
         FOUNDATION stick, 170 light medium pink
      
      
        
            
              
                MODERATE HAZARD
              Data Availability: Fair","https://www.ewg.org/skindeep/products/3870685-Essence_FOUNDATION_stick_170_light_medium_pink/","CAPRYLIC/CAPRIC TRIGLYCERIDE, OCTYLDODECANOL, ISONONYL ISONONANOATE, KAOLIN, ALUMINUM STARCH OCTENYLSUCCINATE, SYNTHETIC WAX, DIMETHICONE, ORYZA SATIVA (RICE) BRAN WAX, SODIUM HYALURONATE, DIMETHICONE/VINYL DIMETHICONE CROSSPOLYMER, DISTEARDIMONIUM HECTORITE, DICALCIUM PHOSPHATE, PENTAERYTHRITYL TETRA-DI-T-BUTYL HYDROXYHYDROCINNAMATE, TRIETHOXYCAPRYLYLSILANE, ETHYLHEXYL PALMITATE, TRIHYDROXYSTEARIN, AROMA (FLAVOR), DIMETHYL PHENETHYL ACETATE, CI 15850 (RED 6), CI 15850 (RED 7 LAKE), CI 42090 (BLUE 1 LAKE), CI 77491 (IRON OXIDES), CI 77492 (IRON OXIDES), CI 77499 (IRON OXIDES), CI 77510 (FERRIC AMMONIUM FERROCYANIDE), CI 77891 (TITANIUM DIOXIDE).","Foundation","Essence","https://phorcys-static.ewg.org/cdn-cgi/image/width=560,height=800,quality=60/https://phorcys-static.ewg.org/image/contents/820166/original."
"1773503670-64","https://www.ewg.org/skindeep/browse/brands/12717-essence/","https://www.ewg.org/skindeep/browse/brands/12717-essence/?brand=Essence&page=29","FOUNDATION stick, 203 medium red","Essence","https://phorcys-static.ewg.org/cdn-cgi/image/width=480,height=480,quality=60/https://phorcys-static.ewg.org/image/contents/820170/original.","Essence
         FOUNDATION stick, 203 medium red
      
      
        
            
              
                MODERATE HAZARD
              Data Availability: Fair","https://www.ewg.org/skindeep/products/1816577-Essence_FOUNDATION_stick_203_medium_red/","CAPRYLIC/CAPRIC TRIGLYCERIDE, OCTYLDODECANOL, ISONONYL ISONONANOATE, KAOLIN, ALUMINUM STARCH OCTENYLSUCCINATE, SYNTHETIC WAX, DIMETHICONE, ORYZA SATIVA (RICE) BRAN WAX, SODIUM HYALURONATE, DIMETHICONE/VINYL DIMETHICONE CROSSPOLYMER, DISTEARDIMONIUM HECTORITE, DICALCIUM PHOSPHATE, PENTAERYTHRITYL TETRA-DI-T-BUTYL HYDROXYHYDROCINNAMATE, TRIETHOXYCAPRYLYLSILANE, ETHYLHEXYL PALMITATE, TRIHYDROXYSTEARIN, AROMA (FLAVOR), DIMETHYL PHENETHYL ACETATE, CI 15850 (RED 6), CI 15850 (RED 7 LAKE), CI 42090 (BLUE 1 LAKE), CI 77491 (IRON OXIDES), CI 77492 (IRON OXIDES), CI 77499 (IRON OXIDES), CI 77510 (FERRIC AMMONIUM FERROCYANIDE), CI 77891 (TITANIUM DIOXIDE).","Foundation","Essence","https://phorcys-static.ewg.org/cdn-cgi/image/width=560,height=800,quality=60/https://phorcys-static.ewg.org/image/contents/820170/original."
"1773503673-65","https://www.ewg.org/skindeep/browse/brands/12717-essence/","https://www.ewg.org/skindeep/browse/brands/12717-essence/?brand=Essence&page=29","FOUNDATION stick, 390 very deep warm","Essence","https://phorcys-static.ewg.org/cdn-cgi/image/width=480,height=480,quality=60/https://phorcys-static.ewg.org/image/contents/820190/original.","Essence
         FOUNDATION stick, 390 very deep warm
      
      
        
            
              
                MODERATE HAZARD
              Data Availability: Fair","https://www.ewg.org/skindeep/products/89714-Essence_FOUNDATION_stick_390_very_deep_warm/","CAPRYLIC/CAPRIC TRIGLYCERIDE, OCTYLDODECANOL, ISONONYL ISONONANOATE, KAOLIN, ALUMINUM STARCH OCTENYLSUCCINATE, SYNTHETIC WAX, DIMETHICONE, ORYZA SATIVA (RICE) BRAN WAX, SODIUM HYALURONATE, DIMETHICONE/VINYL DIMETHICONE CROSSPOLYMER, DISTEARDIMONIUM HECTORITE, TRIETHOXYCAPRYLYLSILANE, PENTAERYTHRITYL TETRA-DI-T-BUTYL HYDROXYHYDROCINNAMATE, ETHYLHEXYL PALMITATE, TRIHYDROXYSTEARIN, DICALCIUM PHOSPHATE, AROMA (FLAVOR), DIMETHYL PHENETHYL ACETATE, CI 15850 (RED 6), CI 15850 (RED 7 LAKE), CI 42090 (BLUE 1 LAKE), CI 77491 (IRON OXIDES), CI 77492 (IRON OXIDES), CI 77499 (IRON OXIDES), CI 77510 (FERRIC AMMONIUM FERROCYANIDE), CI 77891 (TITANIUM DIOXIDE).","Foundation","Essence","https://phorcys-static.ewg.org/cdn-cgi/image/width=560,height=800,quality=60/https://phorcys-static.ewg.org/image/contents/820190/original."
"1773503676-66","https://www.ewg.org/skindeep/browse/brands/12717-essence/","https://www.ewg.org/skindeep/browse/brands/12717-essence/?brand=Essence&page=28","Extreme Shine Volume Lipgloss - 02 Summer Punch","Essence","https://phorcys-static.ewg.org/cdn-cgi/image/width=480,height=480,quality=60/https://phorcys-static.ewg.org/image/contents/763976/original.","Essence
         Extreme Shine Volume Lipgloss - 02 Summer Punch
      
      
        
            
              
                MODERATE HAZARD
              Data Availability: Limited","https://www.ewg.org/skindeep/products/6569866-Essence_Extreme_Shine_Volume_Lipgloss__02_Summer_Punch/","POLYBUTENE, HYDROGENATED POLYISOBUTENE, OCTYLDODECANOL, SILICA DIMETHYL SILYLATE, TRIMETHYLOLPROPANE TRIISOSTEARATE, HYDROGENATED STYRENE/ISOPRENE COPOLYMER, CAPRYLIC/CAPRIC TRIGLYCERIDE, CAPRYLYL GLYCOL, SODIUM SACCHARIN, OCTYLDODECYL STEAROYL STEARATE, BARIUM SULFATE, VP/HEXADECENE COPOLYMER, AROMA (FLAVOR), CI 15850 (RED 6), CI 15850 (RED 7 LAKE), CI 42090 (BLUE 1 LAKE), CI 77491 (IRON OXIDES), CI 77891 (TITANIUM DIOXIDE).","Lip Gloss","Essence","https://phorcys-static.ewg.org/cdn-cgi/image/width=560,height=800,quality=60/https://phorcys-static.ewg.org/image/contents/763976/original."
"1773503679-67","https://www.ewg.org/skindeep/browse/brands/12717-essence/","https://www.ewg.org/skindeep/browse/brands/12717-essence/?brand=Essence&page=28","BABY GOT BLUSH liquid blush, 30 Dusty Rose","Essence","https://phorcys-static.ewg.org/cdn-cgi/image/width=480,height=480,quality=60/https://phorcys-static.ewg.org/image/contents/856863/original.","Essence
         BABY GOT BLUSH liquid blush, 30 Dusty Rose
      
      
        
            
              
                MODERATE HAZARD
              Data Availability: Fair","https://www.ewg.org/skindeep/products/5874586-Essence_BABY_GOT_BLUSH_liquid_blush_30_Dusty_Rose/",": AQUA (WATER), COCONUT ALKANES, ISOAMYL LAURATE, SILICA, TALC, PROPANEDIOL, POLYGLYCERYL-4 OLEATE, POLYGLYCERYL-4 ISOSTEARATE, ALOE BARBADENSIS LEAF JUICE, DIATOMACEOUS EARTH, DISTEARDIMONIUM HECTORITE, COCO-CAPRYLATE/CAPRATE, MAGNESIUM SULFATE, SODIUM HYALURONATE, TOCOPHEROL, POLYGLYCERYL-3 POLYRICINOLEATE, TRIETHOXYCAPRYLYLSILANE, ETHYLHEXYLGLYCERIN, PHENOXYETHANOL, PARFUM (FRAGRANCE), CI 15850 (RED 7 LAKE), CI 77491 (IRON OXIDES), CI 77492 (IRON OXIDES), CI 77499 (IRON OXIDES), CI 77891 (TITANIUM DIOXIDE).","Blush","Essence","https://phorcys-static.ewg.org/cdn-cgi/image/width=560,height=800,quality=60/https://phorcys-static.ewg.org/image/contents/856863/original."
"1773503681-68","https://www.ewg.org/skindeep/browse/brands/12717-essence/","https://www.ewg.org/skindeep/browse/brands/12717-essence/?brand=Essence&page=28","Extreme Shine Volume Lipgloss -102 Sweet Dreams","Essence","https://phorcys-static.ewg.org/cdn-cgi/image/width=480,height=480,quality=60/https://phorcys-static.ewg.org/image/contents/695785/original.","Essence
         Extreme Shine Volume Lipgloss -102 Sweet Dreams
      
      
        
            
              
                MODERATE HAZARD
              Data Availability: Limited","https://www.ewg.org/skindeep/products/1053445-Essence_Extreme_Shine_Volume_Lipgloss_102_Sweet_Dreams/","POLYBUTENE, HYDROGENATED POLYISOBUTENE, OCTYLDODECANOL, SILICA DIMETHYL SILYLATE, TRIMETHYLOLPROPANE TRIISOSTEARATE, HYDROGENATED STYRENE/ISOPRENE COPOLYMER, CAPRYLIC/CAPRIC TRIGLYCERIDE, MENTHOL, CAPRYLYL GLYCOL, BENZYL NICOTINATE, SYNTHETIC FLUORPHLOGOPITE, OCTYLDODECYL STEAROYL STEARATE, MICA, BARIUM SULFATE, VP/HEXADECENE COPOLYMER, AROMA (FLAVOR), CI 15850 (RED 6), CI 15850 (RED 7 LAKE), CI 42090 (BLUE 1 LAKE), CI 77491 (IRON OXIDES), CI 77891 (TITANIUM DIOXIDE)","Lip Gloss","Essence","https://phorcys-static.ewg.org/cdn-cgi/image/width=560,height=800,quality=60/https://phorcys-static.ewg.org/image/contents/695785/original."
"1773503684-69","https://www.ewg.org/skindeep/browse/brands/12717-essence/","https://www.ewg.org/skindeep/browse/brands/12717-essence/?brand=Essence&page=28","FOUNDATION stick, 180 medium neutral","Essence","https://phorcys-static.ewg.org/cdn-cgi/image/width=480,height=480,quality=60/https://phorcys-static.ewg.org/image/contents/820165/original.","Essence
         FOUNDATION stick, 180 medium neutral
      
      
        
            
              
                MODERATE HAZARD
              Data Availability: Fair","https://www.ewg.org/skindeep/products/6305632-Essence_FOUNDATION_stick_180_medium_neutral/","CAPRYLIC/CAPRIC TRIGLYCERIDE, OCTYLDODECANOL, ISONONYL ISONONANOATE, KAOLIN, ALUMINUM STARCH OCTENYLSUCCINATE, SYNTHETIC WAX, DIMETHICONE, ORYZA SATIVA (RICE) BRAN WAX, SODIUM HYALURONATE, DIMETHICONE/VINYL DIMETHICONE CROSSPOLYMER, DISTEARDIMONIUM HECTORITE, DICALCIUM PHOSPHATE, PENTAERYTHRITYL TETRA-DI-T-BUTYL HYDROXYHYDROCINNAMATE, TRIETHOXYCAPRYLYLSILANE, ETHYLHEXYL PALMITATE, TRIHYDROXYSTEARIN, AROMA (FLAVOR), DIMETHYL PHENETHYL ACETATE, CI 15850 (RED 6), CI 15850 (RED 7 LAKE), CI 42090 (BLUE 1 LAKE), CI 77491 (IRON OXIDES), CI 77492 (IRON OXIDES), CI 77499 (IRON OXIDES), CI 77510 (FERRIC AMMONIUM FERROCYANIDE), CI 77891 (TITANIUM DIOXIDE).","Foundation","Essence","https://phorcys-static.ewg.org/cdn-cgi/image/width=560,height=800,quality=60/https://phorcys-static.ewg.org/image/contents/820165/original."
"1773503688-70","https://www.ewg.org/skindeep/browse/brands/12717-essence/","https://www.ewg.org/skindeep/browse/brands/12717-essence/?brand=Essence&page=28","FOUNDATION stick, 330 deep golden","Essence","https://phorcys-static.ewg.org/cdn-cgi/image/width=480,height=480,quality=60/https://phorcys-static.ewg.org/image/contents/820184/original.","Essence
         FOUNDATION stick, 330 deep golden
      
      
        
            
              
                MODERATE HAZARD
              Data Availability: Fair","https://www.ewg.org/skindeep/products/4925424-Essence_FOUNDATION_stick_330_deep_golden/","CAPRYLIC/CAPRIC TRIGLYCERIDE, OCTYLDODECANOL, ISONONYL ISONONANOATE, KAOLIN, ALUMINUM STARCH OCTENYLSUCCINATE, SYNTHETIC WAX, DIMETHICONE, ORYZA SATIVA (RICE) BRAN WAX, SODIUM HYALURONATE, DIMETHICONE/VINYL DIMETHICONE CROSSPOLYMER, DISTEARDIMONIUM HECTORITE, TRIETHOXYCAPRYLYLSILANE, PENTAERYTHRITYL TETRA-DI-T-BUTYL HYDROXYHYDROCINNAMATE, ETHYLHEXYL PALMITATE, TRIHYDROXYSTEARIN, DICALCIUM PHOSPHATE, AROMA (FLAVOR), DIMETHYL PHENETHYL ACETATE, CI 15850 (RED 6), CI 15850 (RED 7 LAKE), CI 42090 (BLUE 1 LAKE), CI 77491 (IRON OXIDES), CI 77492 (IRON OXIDES), CI 77499 (IRON OXIDES), CI 77510 (FERRIC AMMONIUM FERROCYANIDE), CI 77891 (TITANIUM DIOXIDE).","Foundation","Essence","https://phorcys-static.ewg.org/cdn-cgi/image/width=560,height=800,quality=60/https://phorcys-static.ewg.org/image/contents/820184/original."
"1773503691-71","https://www.ewg.org/skindeep/browse/brands/12717-essence/","https://www.ewg.org/skindeep/browse/brands/12717-essence/?brand=Essence&page=28","FOUNDATION stick, 70 fair peach","Essence","https://phorcys-static.ewg.org/cdn-cgi/image/width=480,height=480,quality=60/https://phorcys-static.ewg.org/image/contents/820156/original.","Essence
         FOUNDATION stick, 70 fair peach
      
      
        
            
              
                MODERATE HAZARD
              Data Availability: Fair","https://www.ewg.org/skindeep/products/6004358-Essence_FOUNDATION_stick_70_fair_peach/","CAPRYLIC/CAPRIC TRIGLYCERIDE, OCTYLDODECANOL, ISONONYL ISONONANOATE, KAOLIN, ALUMINUM STARCH OCTENYLSUCCINATE, SYNTHETIC WAX, DIMETHICONE, ORYZA SATIVA (RICE) BRAN WAX, SODIUM HYALURONATE, DIMETHICONE/VINYL DIMETHICONE CROSSPOLYMER, DISTEARDIMONIUM HECTORITE, DICALCIUM PHOSPHATE, PENTAERYTHRITYL TETRA-DI-T-BUTYL HYDROXYHYDROCINNAMATE, ETHYLHEXYL PALMITATE, TRIETHOXYCAPRYLYLSILANE, TRIHYDROXYSTEARIN, AROMA (FLAVOR), DIMETHYL PHENETHYL ACETATE, CI 15850 (RED 6), CI 15850 (RED 7 LAKE), CI 42090 (BLUE 1 LAKE), CI 77491 (IRON OXIDES), CI 77492 (IRON OXIDES), CI 77499 (IRON OXIDES), CI 77510 (FERRIC AMMONIUM FERROCYANIDE), CI 77891 (TITANIUM DIOXIDE).","Foundation","Essence","https://phorcys-static.ewg.org/cdn-cgi/image/width=560,height=800,quality=60/https://phorcys-static.ewg.org/image/contents/820156/original."
"1773503694-72","https://www.ewg.org/skindeep/browse/brands/12717-essence/","https://www.ewg.org/skindeep/browse/brands/12717-essence/?brand=Essence&page=28","GLOSSY GLAZE high shine lipstick, 03 Pink Things Up","Essence","https://phorcys-static.ewg.org/cdn-cgi/image/width=480,height=480,quality=60/https://phorcys-static.ewg.org/image/contents/820139/original.","Essence
         GLOSSY GLAZE high shine lipstick, 03 Pink Things Up
      
      
        
            
              
                MODERATE HAZARD
              Data Availability: Fair","https://www.ewg.org/skindeep/products/7932612-Essence_GLOSSY_GLAZE_high_shine_lipstick_03_Pink_Things_Up/","OCTYLDODECANOL, POLYBUTENE, PHYTOSTERYL ISOSTEARATE, TRIDECYL TRIMELLITATE, BIS-DIGLYCERYL POLYACYLADIPATE-2, EUPHORBIA CERIFERA CERA (EUPHORBIA CERIFERA (CANDELILLA) WAX), HELIANTHUS ANNUUS (SUNFLOWER) SEED WAX, DIISOSTEARYL MALATE, TOCOPHERYL ACETATE, ETHYLHEXYLGLYCERIN, PHENOXYETHANOL, CINNAMYL ALCOHOL, CITRONELLOL, DIMETHYL PHENETHYL ACETATE, HEXYL CINNAMAL, LINALOOL, PARFUM (FRAGRANCE), CI 15850 (RED 7 LAKE), CI 77491 (IRON OXIDES), CI 77492 (IRON OXIDES), CI 77891 (TITANIUM DIOXIDE).","Lipstick","Essence","https://phorcys-static.ewg.org/cdn-cgi/image/width=560,height=800,quality=60/https://phorcys-static.ewg.org/image/contents/820139/original."
"1773503696-73","https://www.ewg.org/skindeep/browse/brands/12717-essence/","https://www.ewg.org/skindeep/browse/brands/12717-essence/?brand=Essence&page=28","LOVE IT A CHOCO' LOT! Lipgloss, 01 Melted Bliss Chocolate Kiss.","Essence","https://phorcys-static.ewg.org/cdn-cgi/image/width=480,height=480,quality=60/https://phorcys-static.ewg.org/image/contents/820201/original.","Essence
         LOVE IT A CHOCO' LOT! Lipgloss, 01 Melted Bliss Chocolate Kiss.
      
      
        
            
              
                MODERATE HAZARD
              Data Availability: Fair","https://www.ewg.org/skindeep/products/5479054-Essence_LOVE_IT_A_CHOCO_LOT_Lipgloss_01_Melted_Bliss_Chocolate_Kiss/","ETHYLHEXYL PALMITATE, SIMMONDSIA CHINENSIS (JOJOBA) SEED OIL, HYDROGENATED POLYISOBUTENE, POLYBUTENE, ARGANIA SPINOSA KERNEL OIL, SILICA, HELIANTHUS ANNUUS (SUNFLOWER) SEED WAX, TOCOPHERYL ACETATE, ETHYLHEXYLGLYCERIN, PHENOXYETHANOL, BENZYL ALCOHOL, PARFUM (FRAGRANCE), CI 45410 (RED 27 LAKE), CI 77491 (IRON OXIDES), CI 77492 (IRON OXIDES), CI 77499 (IRON OXIDES), CI 77891 (TITANIUM DIOXIDE).","Lip Gloss","Essence","https://phorcys-static.ewg.org/cdn-cgi/image/width=560,height=800,quality=60/https://phorcys-static.ewg.org/image/contents/820201/original."
"1773503699-74","https://www.ewg.org/skindeep/browse/brands/12717-essence/","https://www.ewg.org/skindeep/browse/brands/12717-essence/?brand=Essence&page=28","Lash PRINCESS LIQUID LINER, Black Waterproof","Essence","https://phorcys-static.ewg.org/cdn-cgi/image/width=480,height=480,quality=60/https://phorcys-static.ewg.org/image/contents/820234/original.","Essence
         Lash PRINCESS LIQUID LINER, Black Waterproof
      
      
        
            
              
                MODERATE HAZARD
              Data Availability: Fair","https://www.ewg.org/skindeep/products/527320-Essence_Lash_PRINCESS_LIQUID_LINER_Black_Waterproof/","AQUA (WATER), STYRENE/ACRYLATES COPOLYMER, PROPYLENE GLYCOL, ALCOHOL DENAT., BISABOLOL, TOCOPHEROL, XANTHAN GUM, ALLANTOIN, TETRASODIUM EDTA, ETHYLHEXYLGLYCERIN, POLYESTER-4, PHENOXYETHANOL, SODIUM DEHYDROACETATE, POTASSIUM SORBATE, FARNESOL, CI 77266 (BLACK 2) (NANO), CI 77499 (IRON OXIDES).","Eye Liner","Essence","https://phorcys-static.ewg.org/cdn-cgi/image/width=560,height=800,quality=60/https://phorcys-static.ewg.org/image/contents/820234/original."
"1773503702-75","https://www.ewg.org/skindeep/browse/brands/12717-essence/","https://www.ewg.org/skindeep/browse/brands/12717-essence/?brand=Essence&page=28","FOUNDATION stick, 90 light warm pink","Essence","https://phorcys-static.ewg.org/cdn-cgi/image/width=480,height=480,quality=60/https://phorcys-static.ewg.org/image/contents/820158/original.","Essence
         FOUNDATION stick, 90 light warm pink
      
      
        
            
              
                MODERATE HAZARD
              Data Availability: Fair","https://www.ewg.org/skindeep/products/1808615-Essence_FOUNDATION_stick_90_light_warm_pink/","CAPRYLIC/CAPRIC TRIGLYCERIDE, OCTYLDODECANOL, ISONONYL ISONONANOATE, KAOLIN, ALUMINUM STARCH OCTENYLSUCCINATE, SYNTHETIC WAX, DIMETHICONE, ORYZA SATIVA (RICE) BRAN WAX, SODIUM HYALURONATE, DIMETHICONE/VINYL DIMETHICONE CROSSPOLYMER, DISTEARDIMONIUM HECTORITE, DICALCIUM PHOSPHATE, PENTAERYTHRITYL TETRA-DI-T-BUTYL HYDROXYHYDROCINNAMATE, ETHYLHEXYL PALMITATE, TRIETHOXYCAPRYLYLSILANE, TRIHYDROXYSTEARIN, AROMA (FLAVOR), DIMETHYL PHENETHYL ACETATE, CI 15850 (RED 6), CI 15850 (RED 7 LAKE), CI 42090 (BLUE 1 LAKE), CI 77491 (IRON OXIDES), CI 77492 (IRON OXIDES), CI 77499 (IRON OXIDES), CI 77510 (FERRIC AMMONIUM FERROCYANIDE), CI 77891 (TITANIUM DIOXIDE).","Foundation","Essence","https://phorcys-static.ewg.org/cdn-cgi/image/width=560,height=800,quality=60/https://phorcys-static.ewg.org/image/contents/820158/original."
"1773503705-76","https://www.ewg.org/skindeep/browse/brands/12717-essence/","https://www.ewg.org/skindeep/browse/brands/12717-essence/?brand=Essence&page=28","Polly Pocket™ lip glaze, Fashion Polly","Essence","https://phorcys-static.ewg.org/cdn-cgi/image/width=480,height=480,quality=60/https://phorcys-static.ewg.org/image/contents/856650/original.","Essence
         Polly Pocket™ lip glaze, Fashion Polly
      
      
        
            
              
                MODERATE HAZARD
              Data Availability: Fair","https://www.ewg.org/skindeep/products/6210019-Essence_Polly_Pocket_lip_glaze_Fashion_Polly/","ETHYLHEXYL PALMITATE, POLYBUTENE, HYDROGENATED POLYISOBUTENE, ARGANIA SPINOSA KERNEL OIL, SILICA DIMETHYL SILYLATE, TOCOPHERYL ACETATE, CALCIUM ALUMINUM BOROSILICATE, ETHYLHEXYLGLYCERIN, PHENOXYETHANOL, PARFUM (FRAGRANCE), TIN OXIDE, CI 15850 (RED 6 LAKE), CI 77492 (IRON OXIDES), CI 77891 (TITANIUM DIOXIDE).","Lip Gloss","Essence","https://phorcys-static.ewg.org/cdn-cgi/image/width=560,height=800,quality=60/https://phorcys-static.ewg.org/image/contents/856650/original."
"1773503708-77","https://www.ewg.org/skindeep/browse/brands/12717-essence/","https://www.ewg.org/skindeep/browse/brands/12717-essence/?brand=Essence&page=28","Juicy Bomb Glossy Butter Balm 01, One In A Melon","Essence","https://phorcys-static.ewg.org/cdn-cgi/image/width=480,height=480,quality=60/https://phorcys-static.ewg.org/image/contents/851618/original.","Essence
         Juicy Bomb Glossy Butter Balm 01, One In A Melon
      
      
        
            
              
                MODERATE HAZARD
              Data Availability: Limited","https://www.ewg.org/skindeep/products/9185814-Essence_Juicy_Bomb_Glossy_Butter_Balm_01_One_In_A_Melon/","DIISOSTEARYL MALATE, TRIDECYL TRIMELLITATE, SYNTHETIC WAX, TRIETHYLHEXANOIN, POLYISOBUTENE, BIS-BEHENYL/ISOSTEARYL/PHYTOSTERYL DIMER DILINOLEYL DIMER DILINOLEATE, BIS-DIGLYCERYL POLYACYLADIPATE-2, PENTAERYTHRITYL TETRAISOSTEARATE, POLYGLYCERYL-2 TRIISOSTEARATE, TOCOPHERYL ACETATE, VITIS VINIFERA (GRAPE) SEED OIL, BUTYROSPERMUM PARKII (SHEA) BUTTER, COCOS NUCIFERA (COCONUT) OIL, PRUNUS AVIUM (SWEET CHERRY) SEED OIL, TOCOPHEROL, PHENOXYETHANOL, BENZYL ALCOHOL, PARFUM (FRAGRANCE), ALUMINUM HYDROXIDE, CI 15850 (RED 6), CI 15850 (RED 7), CI 77891 (TITANIUM DIOXIDE).","Lip Balm","Essence","https://phorcys-static.ewg.org/cdn-cgi/image/width=560,height=800,quality=60/https://phorcys-static.ewg.org/image/contents/851618/original."
"1773503711-78","https://www.ewg.org/skindeep/browse/brands/12717-essence/","https://www.ewg.org/skindeep/browse/brands/12717-essence/?brand=Essence&page=27","So Cherry Happy Body Mist","Essence","https://phorcys-static.ewg.org/cdn-cgi/image/width=480,height=480,quality=60/https://phorcys-static.ewg.org/image/contents/820120/original.","Essence
         So Cherry Happy Body Mist
      
      
        
            
              
                MODERATE HAZARD
              Data Availability: Fair","https://www.ewg.org/skindeep/products/9027674-Essence_So_Cherry_Happy_Body_Mist/","Alcohol Denat., Aqua (Water), Parfum (Fragrance), Kaempferia Galanga Root Extract, Pongamia Pinnata Seed Extract, Triethyl Citrate, Isoamyl Laurate, Dimethyl Phenethyl Acetate, Benzaldehyde, Rose Ketones, Coumarin, CI 14700 (Red 4).","Body Spray","Essence","https://phorcys-static.ewg.org/cdn-cgi/image/width=560,height=800,quality=60/https://phorcys-static.ewg.org/image/contents/820120/original."
"1773503713-79","https://www.ewg.org/skindeep/browse/brands/12717-essence/","https://www.ewg.org/skindeep/browse/brands/12717-essence/?brand=Essence&page=27","Cosmetics Get BIG! Lashes Volume Boost Waterprrof Mascara","Essence","https://phorcys-static.ewg.org/cdn-cgi/image/width=480,height=480,quality=60/https://phorcys-static.ewg.org/image/contents/572502/original.","Essence
         Cosmetics Get BIG! Lashes Volume Boost Waterprrof Mascara
      
      
        
            
              
                MODERATE HAZARD
              Data Availability: Fair","https://www.ewg.org/skindeep/products/956203-Essence_Cosmetics_Get_BIG_Lashes_Volume_Boost_Waterprrof_Mascara/","ISODODECANE, CERA ALBA (BEESWAX), AQUA (WATER), CANDELILLA (EUPHORBIA CERIFERA) WAX, TRIMETHYLSILOXYSILICATE, VP/HEXADECENE COPOLYMER, CARNAUBA (COPERNICIA CERIFERA) WAX, PROPYLENE GLYCOL, TALC, ALUMINUM STARCH OCTENYLSUCCINATE, RICINUS COMMUNIS (CASTOR) SEED OIL, SILICA, POTASSIUM HYDROXIDE, POTASSIUM SORBATE, ETHYLHEXYLGLYCERIN, BISABOLOL, TBHQ, TOCOPHEROL, PHENOXYETHANOL, FARNESOL, CI 77499 (IRON OXIDES).","Mascara","Essence","https://phorcys-static.ewg.org/cdn-cgi/image/width=560,height=800,quality=60/https://phorcys-static.ewg.org/image/contents/572502/original."
"1773503717-80","https://www.ewg.org/skindeep/browse/brands/12717-essence/","https://www.ewg.org/skindeep/browse/brands/12717-essence/?brand=Essence&page=27","FOUNDATION stick, 270 tan deep red","Essence","https://phorcys-static.ewg.org/cdn-cgi/image/width=480,height=480,quality=60/https://phorcys-static.ewg.org/image/contents/820178/original.","Essence
         FOUNDATION stick, 270 tan deep red
      
      
        
            
              
                MODERATE HAZARD
              Data Availability: Fair","https://www.ewg.org/skindeep/products/2228625-Essence_FOUNDATION_stick_270_tan_deep_red/","CAPRYLIC/CAPRIC TRIGLYCERIDE, OCTYLDODECANOL, ISONONYL ISONONANOATE, KAOLIN, ALUMINUM STARCH OCTENYLSUCCINATE, SYNTHETIC WAX, DIMETHICONE, ORYZA SATIVA (RICE) BRAN WAX, SODIUM HYALURONATE, DIMETHICONE/VINYL DIMETHICONE CROSSPOLYMER, DISTEARDIMONIUM HECTORITE, TRIETHOXYCAPRYLYLSILANE, PENTAERYTHRITYL TETRA-DI-T-BUTYL HYDROXYHYDROCINNAMATE, ETHYLHEXYL PALMITATE, TRIHYDROXYSTEARIN, DICALCIUM PHOSPHATE, AROMA (FLAVOR), DIMETHYL PHENETHYL ACETATE, CI 15850 (RED 6), CI 15850 (RED 7 LAKE), CI 42090 (BLUE 1 LAKE), CI 77491 (IRON OXIDES), CI 77492 (IRON OXIDES), CI 77499 (IRON OXIDES), CI 77510 (FERRIC AMMONIUM FERROCYANIDE), CI 77891 (TITANIUM DIOXIDE).","Foundation","Essence","https://phorcys-static.ewg.org/cdn-cgi/image/width=560,height=800,quality=60/https://phorcys-static.ewg.org/image/contents/820178/original."
